SpeciesName,x,y,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
Prevotella_sp_CAG_1058,13.195226,2.274077,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_1058
Fretibacterium_fastidiosum,9.361454,4.362653,Bacteria,Bacteria,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Fretibacterium,Fretibacterium fastidiosum
Veillonella_denticariosi,7.399159,1.8521318,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
Escherichia_virus_HK544,-6.5210915,4.7620587,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kwaitsingvirus,Escherichia virus_HK544
Atopobium_minutum,10.191167,8.299759,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium minutum
Megamonas_funiformis_CAG_377,-0.98372066,5.123068,Bacteria,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis_CAG_377
Bifidobacterium_saeculare,11.880214,10.089503,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saeculare
Escherichia_virus_P2,-5.682659,4.72785,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirus,Escherichia virus_P2
candidate_division_TM7_single_cell_isolate_TM7b,7.268633,5.7717814,Bacteria,Bacteria,Candidatus Saccharimonadota,Unknown,Unknown,Unknown,Unknown,candidate division_TM7_single_cell_isolate_TM7b
Leuconostoc_virus_P793,-6.425145,4.9627423,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Limdunavirus,Leuconostoc virus_P793
Bacteroides_salyersiae,13.533575,4.2496686,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae
Klebsiella_michiganensis,6.760073,11.027195,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis
Lactococcus_lactis,9.049147,9.246698,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
Parabacteroides_sp_CAG_409,14.133546,3.335031,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp_CAG_409
Prevotella_jejuni,12.873606,2.1916614,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni
Christensenella_minuta,12.545373,6.323382,Bacteria,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta
Collinsella_stercoris,10.092847,8.120301,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris
Salmonella_virus_ViI,-6.042218,3.9676526,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus,Salmonella virus_ViI
Tannerella_sp_oral_taxon_808,13.5648775,2.8424716,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella sp_oral_taxon_808
Vibrio_phage_pYD38_A,-7.2455997,3.7458692,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Roufvirus,Vibrio phage_pYD38_A
Subdoligranulum_sp_4_3_54A2FAA,8.694468,2.6391923,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp_4_3_54A2FAA
Eubacterium_dolichum_CAG_375,6.8279915,1.2353485,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium dolichum_CAG_375
Cucumber_mosaic_virus,-7.2358236,3.7927523,Viruses,Viruses,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,Cucumber mosaic_virus
Salmonella_phage_SSU5,-6.815337,3.432478,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Salmonella phage_SSU5
Prevotella_sp_CAG_279,12.849752,2.5208611,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_279
Lactobacillus_animalis,10.241545,11.263774,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus animalis
Pseudopropionibacterium_propionicum,9.437937,8.179405,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum
Eubacterium_sp_CAG_274,6.7430353,1.131807,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp_CAG_274
Eubacterium_rectale,6.918565,1.0935192,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium rectale
Leuconostoc_citreum,9.9774275,10.437855,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc citreum
Gemmiger_sp_An120,8.287004,1.4602613,Bacteria,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales_unclassified,Gemmiger,Gemmiger sp_An120
Clostridium_sp_CAG_253,9.617654,0.87249017,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_253
Prevotella_nigrescens,13.1166115,2.1332457,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens
Gemella_asaccharolytica,6.169939,6.4405355,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella asaccharolytica
Clostridium_sp_CAG_411,9.451755,0.7799463,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_411
Oribacterium_asaccharolyticum,13.045796,8.563486,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum
Alistipes_putredinis,12.675191,3.873489,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis
Fusobacterium_ulcerans,9.638037,4.968718,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans
Aeromonas_media,10.785614,7.3973083,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media
Peptoniphilus_harei,6.698401,5.7370806,Bacteria,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus harei
Lactococcus_phage_1706,-7.0860257,3.47965,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Fremauxvirus,Lactococcus phage_1706
Ruminococcaceae_bacterium_D5,8.287973,2.170044,Bacteria,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Oscillospiraceae_unclassified,Ruminococcaceae bacterium_D5
Lachnospiraceae_bacterium_4_1_37FAA,12.163905,8.851984,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_4_1_37FAA
Alistipes_sp_HGB5,12.502508,3.8036494,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp_HGB5
Dialister_invisus,7.5380435,1.7126619,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus
Lactobacillus_phage_phiAQ113,-6.098355,3.7302332,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Lactobacillus phage_phiAQ113
Firmicutes_bacterium_CAG_424,7.427732,5.6747093,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_424
Gemmiger_sp_An50,8.827011,1.3337824,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_unclassified,Gemmiger,Gemmiger sp_An50
Bifidobacterium_animalis,11.906115,10.1154585,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Ruminococcus_callidus,8.202928,2.876741,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus callidus
Gemella_sanguinis,6.085347,6.318112,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella sanguinis
Bacteroides_pectinophilus,9.230089,1.0825679,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_unclassified,Eubacteriales_unclassified,Bacteroides pectinophilus
Klebsiella_virus_0507KN21,-5.6920624,4.37113,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus_0507KN21
Atopobium_parvulum,10.06301,8.218882,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum
Eikenella_corrodens,9.13314,7.589474,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens
Streptococcus_sanguinis,8.686553,8.857969,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis
Campylobacter_curvus,9.127847,6.511636,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter curvus
Cetobacterium_somerae,12.2641115,3.9389591,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacterium somerae
Lactobacillus_mucosae,10.414805,11.152731,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mucosae
Lawsonella_clevelandensis,12.530342,7.3380904,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Lawsonellaceae,Lawsonella,Lawsonella clevelandensis
Actinomyces_sp_HMSC035G02,12.100292,7.141058,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp_HMSC035G02
Fusobacterium_naviforme,9.7031555,5.1261787,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium naviforme
Methanobrevibacter_smithii,-5.840411,3.3750558,Archaea,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii
Torque_teno_virus_28,-6.1666975,4.696573,Viruses,Viruses,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,Alphatorquevirus,Torque teno_virus_28
Peptostreptococcus_stomatis,12.792752,6.1542034,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus stomatis
Holdemanella_biformis,11.315901,7.3479004,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis
Lactobacillus_prophage_Lj928,-6.49926,3.7154593,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Lactobacillus prophage_Lj928
Erysipelotrichaceae_bacterium_2_2_44A,11.018242,7.0440106,Bacteria,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified,Erysipelotrichaceae bacterium_2_2_44A
Stx2_converting_phage_1717,-7.2279954,3.688627,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Pankowvirus,Stx2 converting_phage_1717
Prevotella_baroniae,13.033654,2.254957,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae
Oribacterium_sinus,13.137091,8.193063,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus
Pseudomonas_phage_F10,-6.1713634,3.1027932,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Pseudomonas phage_F10
Bacteroides_dorei,13.909074,3.9776444,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei
Prevotella_melaninogenica,12.63626,2.2117827,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
Escherichia_coli,6.754397,11.49274,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
Escherichia_virus_phiV10,-6.100842,4.3730803,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Uetakevirus,Escherichia virus_phiV10
Lactobacillus_prophage_Lj965,-6.32187,3.1707373,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Lactobacillus prophage_Lj965
Prevotella_denticola,12.907265,3.063465,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola
Clostridium_cocleatum,9.690206,1.0956388,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cocleatum
Eggerthella_lenta,9.547545,8.038121,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta
Sellimonas_intestinalis,12.620223,8.454399,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis
Treponema_socranskii,4.8948307,10.34083,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema socranskii
Erysipelothrix_larvae,11.820323,7.7462463,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix larvae
Bacteroides_sp_CAG_144,13.813433,4.2649755,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_CAG_144
Anaeroglobus_geminatus,7.392786,1.7762395,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus
Prevotella_corporis,12.971904,2.2044525,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis
Campylobacter_rectus,9.201629,6.4526916,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter rectus
Lactococcus_phage_bIL310,-5.343887,4.4292474,Viruses,Viruses,Unknown,Unknown,Unknown,Unknown,Unknown,Lactococcus phage_bIL310
Escherichia_virus_P1,-5.957551,4.0362425,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Punavirus,Escherichia virus_P1
Paraprevotella_xylaniphila,13.040401,2.6500478,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila
Sanguibacteroides_justesenii,12.27016,3.6247065,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Sanguibacteroides,Sanguibacteroides justesenii
Flavonifractor_sp_An10,9.002398,1.7241929,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor sp_An10
Bacteroides_sp_2_1_22,13.9801035,4.3969035,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_2_1_22
Mogibacterium_timidum,12.546851,5.8133016,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium timidum
Parabacteroides_sp_426_9,14.260842,3.2578733,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp_426_9
Megasphaera_elsdenii,7.8999624,1.6792735,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii
Corynebacterium_kroppenstedtii,13.56698,8.365665,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii
Cronobacter_sakazakii,5.6710854,10.97588,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Klebsiella_oxytoca,6.7220016,11.090311,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
Prevotella_dentalis,12.667873,2.595316,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis
Staphylococcus_haemolyticus,5.7758718,6.0688334,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
Gardnerella_vaginalis,11.464415,10.146877,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis
Enterobacterial_phage_mEp390,-6.3604836,3.6292117,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Enterobacterial phage_mEp390
Bifidobacterium_angulatum,11.910404,10.028,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum
Eubacterium_callanderi,6.7629404,1.1977906,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi
Treponema_denticola,4.89366,10.341136,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema denticola
Enterococcus_phage_EFAP_1,-6.5713897,3.4106014,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Enterococcus phage_EFAP_1
Enterococcus_phage_EFRM31,-7.0111804,3.4228272,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Enterococcus phage_EFRM31
Citrobacter_amalonaticus,6.384859,11.312219,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus
Fusobacterium_sp_CAG_439,9.573862,4.9179645,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium sp_CAG_439
Alloprevotella_rava,12.7046385,2.9208906,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava
Peptostreptococcus_anaerobius,12.728475,5.9962564,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius
Avian_endogenous_retrovirus_EAV_HP,-6.08529,5.560603,Viruses,Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Unknown,Avian endogenous_retrovirus_EAV_HP
Clostridium_virus_phiCD119,-5.8384094,4.47826,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lubbockvirus,Clostridium virus_phiCD119
Bulleidia_extructa,11.38581,7.428515,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia extructa
Prevotella_sp_AM42_24,12.858175,2.142307,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_AM42_24
Enterobacteria_phage_HK225,-6.2015157,3.752082,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Enterobacteria phage_HK225
Acinetobacter_virus_AP22,-6.273954,4.684465,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Obolenskvirus,Acinetobacter virus_AP22
Alkaliphilus_oremlandii,9.82242,7.9753084,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,Alkaliphilus oremlandii
Ruminococcus_sp_CAG_488,8.243958,2.78763,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp_CAG_488
Actinomyces_urogenitalis,12.177387,7.376416,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces urogenitalis
Bacteroides_nordii,13.825917,4.0775075,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii
Aerococcus_urinaeequi,8.939961,11.664462,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi
Enterobacteria_phage_phiP27,-6.4257855,3.1364539,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Enterobacteria phage_phiP27
Megasphaera_micronuciformis,7.758068,1.4779215,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis
Lactococcus_petauri,8.934879,9.275484,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus petauri
Leptotrichia_wadei,10.440249,5.69577,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei
Victivallis_vadensis,8.777733,2.1872663,Bacteria,Bacteria,Lentisphaerota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis vadensis
Staphylococcus_argenteus,5.7580996,6.068321,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus argenteus
Chicken_anemia_virus,-6.0029736,4.883473,Viruses,Viruses,Commensaviricota,Commensaviricota,Cardeaviricetes,Anelloviridae,Gyrovirus,Chicken anemia_virus
Prevotella_sp_CAG_485,12.756773,2.8676305,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_485
Streptococcus_virus_DT1,-6.22567,5.1277733,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Moineauvirus,Streptococcus virus_DT1
Morganella_phage_MmP1,-6.747405,3.2628725,Viruses,Viruses,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Minipunavirus,Morganella phage_MmP1
Butyricimonas_virosa,12.79148,3.0324054,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa
Escherichia_fergusonii,6.2912908,11.43098,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
Eisenbergiella_massiliensis,12.647507,9.227066,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella massiliensis
Bacteroides_intestinalis,14.026717,4.18338,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
Bacteroides_fragilis,13.97221,3.9781888,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
Eubacterium_sp_An11,6.5887437,0.9953468,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp_An11
Sneathia_amnii,10.3059025,5.5021915,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia amnii
Adoxophyes_orana_granulovirus,-5.681587,4.650337,Viruses,Viruses,Unknown,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Adoxophyes orana_granulovirus
Sutterella_wadsworthensis,9.42734,6.6865954,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis
Butyricicoccus_pullicaecorum,8.464229,1.7427158,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum
Capnocytophaga_sp_oral_taxon_338,11.033935,5.482844,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp_oral_taxon_338
Lactobacillus_plantarum,9.610612,11.457463,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
Salmonella_virus_SPC35,-5.7025604,5.148329,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus,Salmonella virus_SPC35
Selenomonas_sp_F0473,-0.7469993,4.9262075,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp_F0473
Cutibacterium_acnes,10.36501,8.646316,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
Clostridium_nexile,9.608481,1.2605942,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium nexile
Clostridium_virus_phiCD27,-7.240018,3.5723019,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Colneyvirus,Clostridium virus_phiCD27
Parabacteroides_goldsteinii,14.219143,3.2738957,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
Proteus_vulgaris,9.53334,9.317189,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus vulgaris
Paraclostridium_bifermentans,12.077264,3.399359,Bacteria,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,Paraclostridium bifermentans
Anaerotignum_lactatifermentans,12.9305,8.426301,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum lactatifermentans
Bacteroides_sp_CAG_661,14.094822,4.080524,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_CAG_661
Salmonella_virus_SP31,-6.3933554,5.0949426,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cornellvirus,Salmonella virus_SP31
