SpeciesName,x,y,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
Collinsella_massiliensis,10.073314,8.229042,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Collinsella massiliensis
Clostridium_scindens,12.993343,8.834854,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium scindens
Erwinia_phage_vB_EamP_L1,-6.732462,3.917881,Viruses,Viruses,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Elunavirus,Erwinia phage_vB_EamP_L1
Clostridium_ramosum,9.666466,1.2195946,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium ramosum
Staphylococcus_auricularis,5.8026447,6.069763,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus auricularis
Lactobacillus_reuteri,10.142197,11.160271,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri
Adlercreutzia_equolifaciens,9.913464,8.276901,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens
Desulfovibrio_piger,10.048844,6.456821,Bacteria,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger
Alistipes_inops,12.5948305,3.8334434,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes inops
Blautia_producta,9.181635,10.043404,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta
Eubacterium_saphenum,9.015895,3.312811,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Family_XIII_Incertae_Sedis,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,Eubacterium saphenum
Zymomonas_mobilis,12.606953,9.215229,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis
Succinatimonas_hippei,6.7906423,9.726988,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei
Corynebacterium_durum,13.377784,8.216322,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum
Lachnospiraceae_bacterium_8_1_57FAA,11.871207,8.537943,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_8_1_57FAA
Intestinimonas_butyriciproducens,8.825953,1.5467827,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_unclassified,Intestinimonas,Intestinimonas butyriciproducens
Cronobacter_virus_GAP31,-5.8127213,4.294428,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Seunavirus,Cronobacter virus_GAP31
Treponema_succinifaciens,4.9340334,10.379634,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema succinifaciens
Dermabacter_hominis,13.236012,7.781845,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter hominis
Pseudomonas_phage_PA16,-5.3204846,4.416622,Viruses,Viruses,Unknown,Unknown,Unknown,Unknown,Unknown,Pseudomonas phage_PA16
Rothia_dentocariosa,13.29896,7.7599688,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa
Halomonas_hydrothermalis,8.039805,10.066671,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas hydrothermalis
Clostridium_hylemonae,12.905704,8.952376,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium hylemonae
Capnocytophaga_ochracea,10.996661,5.484108,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea
Akkermansia_muciniphila,7.521677,6.1480274,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
Cloacibacillus_evryensis,13.39937,3.5014696,Bacteria,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus evryensis
Clostridium_paraputrificum,9.328705,1.0196046,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum
Lactobacillus_phage_A2,-6.7898293,3.353738,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Ashduovirus,Lactobacillus phage_A2
Lachnospira_pectinoschiza,12.870911,9.040099,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira pectinoschiza
Paraprevotella_clara,13.232655,2.6480675,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara
Lactobacillus_saerimneri,10.182771,11.494553,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus saerimneri
Alistipes_sp_CHKCI003,12.749108,3.3667483,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp_CHKCI003
Lactobacillus_paraplantarum,10.254241,11.16261,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paraplantarum
Blautia_sp_An249,9.787411,10.924125,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp_An249
Clostridium_bartlettii,9.491937,1.0489234,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium bartlettii
Lactobacillus_phage_Lv_1,-6.6971097,3.5901792,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Lactobacillus,Lactobacillus phage_Lv_1
Kluyvera_ascorbata,6.5832987,11.312577,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata
Lachnospiraceae_bacterium_5_1_63FAA,12.046575,8.767832,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_5_1_63FAA
Bacteroides_sp_43_108,13.785109,4.112654,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_43_108
Enterococcus_hirae,8.997631,11.600422,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae
Bacillus_phage_phBC6A52,-6.2025495,3.6005845,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Bacillus phage_phBC6A52
Helicobacter_fennelliae,9.125842,6.656288,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter fennelliae
Butyrivibrio_crossotus,12.916102,8.157557,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus
Megamonas_rupellensis,-0.9528959,5.06879,Bacteria,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis
Bacteroides_coagulans,13.868701,3.9342158,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coagulans
Clostridium_sp_CAG_413,9.534692,1.2536002,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_413
Anaerostipes_caccae,13.304646,8.565474,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae
Streptococcus_mutans,8.338307,8.654451,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans
Lactobacillus_sanfranciscensis,10.26136,11.503519,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sanfranciscensis
Prevotella_veroralis,12.751846,2.5546296,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella veroralis
Selenomonas_sp_FOBRC6,-0.82229245,4.999414,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp_FOBRC6
Slackia_exigua,9.671065,8.054664,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia exigua
Fusobacterium_necrophorum,9.645574,5.058287,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum
Acinetobacter_soli,7.4726744,10.579612,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter soli
Actinomyces_sp_oral_taxon_170,11.971157,7.092415,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp_oral_taxon_170
Flavonifractor_sp_An100,9.118037,1.7244802,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor sp_An100
Actinomyces_sp_HPA0247,12.135208,7.081617,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp_HPA0247
Lachnospiraceae_bacterium_5_1_57FAA,12.15696,9.050417,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_5_1_57FAA
Oribacterium_parvum,13.234422,8.270423,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium parvum
Bacteroides_finegoldii,14.024465,4.378358,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii
Streptococcus_mitis,8.335042,8.669131,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
Clostridium_phage_phiCD38_2,-6.7200294,3.2395737,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Leicestervirus,Clostridium phage_phiCD38_2
Campylobacter_gracilis,9.19624,6.491344,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter gracilis
Raoultella_planticola,6.6569576,11.396806,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola
Kluyvera_cryocrescens,6.662523,11.217373,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera cryocrescens
Prevotella_oralis,12.867898,2.7950735,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oralis
Salmonella_virus_Jersey,-6.0512333,4.8103895,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus,Salmonella virus_Jersey
Prevotella_sp_oral_taxon_376,12.8406105,2.5021734,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_oral_taxon_376
Selenomonas_sp_oral_taxon_892,-0.7518167,4.931463,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp_oral_taxon_892
Enterococcus_faecium,8.955055,11.662554,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
Abiotrophia_sp_HMSC24B09,8.809049,11.660711,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia sp_HMSC24B09
Robinsoniella_sp_RHS,13.036988,8.625186,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,Robinsoniella sp_RHS
Pseudomonas_phage_phi297,-6.1162043,3.174114,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Pseudomonas phage_phi297
Johnsonella_ignava,12.723284,8.475956,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella,Johnsonella ignava
Eubacterium_sp_OM08_24,6.744991,1.1342154,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp_OM08_24
Cloacibacterium_normanense,8.143716,1.3809328,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium normanense
Actinomyces_meyeri,12.096689,7.268589,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces meyeri
Malassezia_restricta,11.658093,7.1723948,Eukaryota,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta
Lactobacillus_ruminis,10.388651,11.246533,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis
Bacteroides_sp_CAG_462,13.770174,3.9921393,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_CAG_462
Mycobacterium_avium,9.994232,8.742257,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
Lactobacillus_rogosae,10.384173,11.401454,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rogosae
Lactobacillus_equicursoris,10.226693,11.193718,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus equicursoris
Escherichia_virus_T5,-6.0723567,5.1588335,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus,Escherichia virus_T5
Gemella_bergeri,6.1341014,6.359062,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella bergeri
Ruminococcus_obeum,8.169626,2.8770623,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus obeum
Enhydrobacter_aerosaccus,12.114662,9.053377,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales_unclassified,Enhydrobacter,Enhydrobacter aerosaccus
Bacteroides_fluxus,13.687511,4.560463,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus
Aeriscardovia_aeriphila,11.50744,10.152224,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia,Aeriscardovia aeriphila
Porphyromonas_gingivalis,12.258417,3.6335874,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis
Aggregatibacter_actinomycetemcomitans,7.016607,10.013114,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans
Actinomyces_sp_oral_taxon_897,12.248074,7.195379,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp_oral_taxon_897
Micrococcus_luteus,13.155049,7.943089,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus
Staphylococcus_pasteuri,5.785193,6.0606837,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri
Ruminococcus_sp_CAG_403,8.225212,2.7800252,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp_CAG_403
Lactococcus_phage_BM13,-7.2865634,3.4952922,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Vedamuthuvirus,Lactococcus phage_BM13
Corynebacterium_afermentans,13.465648,8.368203,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium afermentans
Bacteroides_plebeius,13.760206,3.8662817,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius
Bacteroides_phage_B40_8,-6.3793483,3.5338426,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Bacteroides phage_B40_8
Coprococcus_sp_ART55_1,12.041237,8.682065,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus sp_ART55_1
Prevotella_bivia,13.101299,2.290122,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia
Desulfovibrio_desulfuricans,9.678951,6.746832,Bacteria,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans
Bifidobacterium_longum,11.894596,10.094737,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
Asaccharobacter_celatus,9.880588,8.00403,Bacteria,Bacillati,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Asaccharobacter,Asaccharobacter celatus
Eubacterium_sp_CAG_38,6.7370954,1.1351283,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp_CAG_38
Bacteroides_sp_OM05_12,13.529587,4.0897126,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_OM05_12
Selenomonas_artemidis,-0.7038206,4.886209,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas artemidis
Selenomonas_sp_oral_taxon_138,-0.79737824,4.96944,Bacteria,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp_oral_taxon_138
Shigella_flexneri,6.2573256,11.322379,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
Prevotella_histicola,12.909428,3.1019154,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella histicola
Lactobacillus_curvatus,10.091184,11.122203,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus curvatus
Bacteroides_faecichinchillae,13.7744255,4.1428447,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae
Lactobacillus_pentosus,10.04996,11.086032,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pentosus
Prevotella_sp_CAG_617,13.02563,2.2127402,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_617
Acidaminococcus_fermentans,8.769093,6.9774804,Bacteria,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans
Haemophilus_sputorum,6.829271,9.702547,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus sputorum
Finegoldia_magna,6.6402235,5.7777305,Bacteria,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna
Prevotella_sp_CAG_1185,13.0277605,2.1182399,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_1185
Actinomyces_georgiae,11.910238,7.401534,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces georgiae
Eubacterium_maltosivorans,6.6627564,1.1629564,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium maltosivorans
Aggregatibacter_segnis,7.008414,9.970393,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis
Lactococcus_phage_bIL285,-6.1375537,3.1343899,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Lactococcus phage_bIL285
Lachnospiraceae_bacterium_6_1_63FAA,12.139855,8.772646,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_6_1_63FAA
Selenomonas_sp_oral_taxon_126,-0.76032764,4.9356327,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp_oral_taxon_126
Candida_albicans,11.950206,3.0874474,Eukaryota,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans
Enterobacteria_phage_P4,-6.3627844,3.7655582,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Enterobacteria phage_P4
Granulicatella_adiacens,9.787164,9.948021,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens
Firmicutes_bacterium_CAG_555,7.389775,5.7302837,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_555
Alistipes_shahii,12.624203,3.7630236,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii
Cutibacterium_avidum,10.246555,8.661078,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum
Streptococcus_peroris,8.394309,8.784048,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus peroris
Streptococcus_milleri,8.467524,8.971072,Bacteria,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus milleri
Oscillibacter_sp_KLE_1745,8.617618,2.676065,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter sp_KLE_1745
Prevotella_sp_CAG_1031,13.065299,2.4839833,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_1031
Ruminococcus_gnavus,8.326966,2.4817786,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus gnavus
Peptoniphilus_lacrimalis,6.622056,5.7324123,Bacteria,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacrimalis
Bifidobacterium_gallinarum,11.987473,9.883952,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallinarum
Pseudomonas_virus_Pf1,-6.1438637,5.272738,Viruses,Viruses,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,Primolicivirus,Pseudomonas virus_Pf1
Treponema_berlinense,4.8910017,10.3383255,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema berlinense
Bacteroidetes_bacterium_oral_taxon_272,12.465222,2.2638311,Bacteria,Bacteria,Bacteroidota,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidetes bacterium_oral_taxon_272
Rhodococcus_qingshengii,10.2914915,8.735667,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus qingshengii
Prevotella_disiens,12.813625,2.8402205,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens
Romboutsia_ilealis,12.656153,5.950385,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,Romboutsia ilealis
Stomatobaculum_longum,13.235523,8.490082,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum
Tannerella_forsythia,13.6150465,2.8196533,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia
Serratia_marcescens,7.0281143,10.172607,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens
Barnesiella_sp_An22,12.888115,3.2234263,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella sp_An22
Salmonella_phage_Fels_1,-5.2722716,4.360412,Viruses,Viruses,Unknown,Unknown,Unknown,Unknown,Unknown,Salmonella phage_Fels_1
Leuconostoc_gelidum,9.880641,10.016601,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gelidum
Absiella_dolichum,11.815779,8.122324,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella,Absiella dolichum
Scardovia_wiggsiae,11.727136,10.2133255,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia wiggsiae
Collinsella_intestinalis,10.081471,8.073597,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis
Bacteroides_sartorii,13.609268,3.798909,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sartorii
Streptococcus_cristatus,8.46671,8.928675,Bacteria,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus
Candidatus_Gastranaerophilales_bacterium,13.63359,2.7311673,Bacteria,Bacteria,Candidatus_Melainabacteria,Candidatus_Melainabacteria_unclassified,Candidatus_Gastranaerophilales,Candidatus_Gastranaerophilales_unclassified,Candidatus_Gastranaerophilales_unclassified,Candidatus Gastranaerophilales_bacterium
