Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR5275407	2017-02-27 04:17:10	2017-02-21 14:00:52	21737487	5434371750	21737487	250	1840		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275407.sralite.1	SRX2579347	5577_ytn	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993539	SAMN06328494	simple	408170	human gut metagenome	5577_ytn							no					HUMAN LONGEVITY INC	SRA539266		public	881471071FF3AFCC7CD787A9128E0D33	38EAD8E2BC192BDF7FBC67B9980D237C
SRR5275406	2017-02-27 04:17:10	2017-02-21 13:57:03	18795010	4698752500	18795010	250	1615		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275406.sralite.1	SRX2579346	5578_fjg	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993538	SAMN06328461	simple	408170	human gut metagenome	5578_fjg							no					HUMAN LONGEVITY INC	SRA539266		public	0AD12DBD2108455AB39467EA89DC4F06	64AAE419733DF5808C8C681113AB7814
SRR5275405	2017-02-27 04:17:10	2017-02-21 14:04:37	25495719	6373929750	25495719	250	2282		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275405.sralite.1	SRX2579345	5579_bce	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993537	SAMN06328495	simple	408170	human gut metagenome	5579_bce							no					HUMAN LONGEVITY INC	SRA539266		public	5FB4C0FE70864C850C593AED34CE764C	6C1E325C8D38A79307A55E19B7C147E6
SRR5275404	2017-02-27 04:17:10	2017-02-21 13:59:42	15437086	3859271500	15437086	250	1346		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275404.sralite.1	SRX2579344	5581_yad	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993536	SAMN06328496	simple	408170	human gut metagenome	5581_yad							no					HUMAN LONGEVITY INC	SRA539266		public	5533415F09B969EBD254D0272A20945A	EE6449B3A0099F74ADC4466E3613935B
SRR5275403	2017-02-27 04:17:10	2017-02-21 14:05:44	25875797	6468949250	25875797	250	2187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275403.sralite.1	SRX2579343	5584_vix	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993535	SAMN06328497	simple	408170	human gut metagenome	5584_vix							no					HUMAN LONGEVITY INC	SRA539266		public	BD3BC405F74A8ECDBB383A36A094AB4B	600F329C56FBB765E25339E49C8052CC
SRR5275402	2017-02-27 04:17:10	2017-02-21 13:58:30	15512011	3878002750	15512011	250	1322		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275402.sralite.1	SRX2579342	5625_bnh	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993534	SAMN06328462	simple	408170	human gut metagenome	5625_bnh							no					HUMAN LONGEVITY INC	SRA539266		public	C363C544D2E4780729AFA9D7B5C861E9	8CBCD53D0D6EC449EA014ED97C23C366
SRR5275401	2017-02-27 04:17:09	2017-02-21 13:59:19	21143839	5285959750	21143839	250	1833		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275401.sralite.1	SRX2579341	5627_irb	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993533	SAMN06328498	simple	408170	human gut metagenome	5627_irb							no					HUMAN LONGEVITY INC	SRA539266		public	9FC1F3DF793EB07454CBC502248BCDFD	A45DD3B267FA4457BBA64D8B3DF97DF2
SRR5275400	2017-02-27 04:17:09	2017-02-21 13:58:06	20546196	5136549000	20546196	250	1757		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275400.sralite.1	SRX2579340	5629_hiu	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993532	SAMN06328463	simple	408170	human gut metagenome	5629_hiu							no					HUMAN LONGEVITY INC	SRA539266		public	D39A9D864D30902C334CC12D938D3A55	C8DA71120361E2C2C8C68C5A2041DBEF
SRR5275399	2017-02-27 04:17:09	2017-02-21 14:04:06	28511903	7127975750	28511903	250	2429		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275399.sralite.1	SRX2579339	5630_kod	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993530	SAMN06328464	simple	408170	human gut metagenome	5630_kod							no					HUMAN LONGEVITY INC	SRA539266		public	8A75BF02DDE99E7475A535810E565A1D	37686350E8BE64F76FE5D3DB8DD88FD4
SRR5275398	2017-02-27 04:17:09	2017-02-21 13:55:56	16026082	4006520500	16026082	250	1382		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275398.sralite.1	SRX2579338	5631_soh	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993531	SAMN06328499	simple	408170	human gut metagenome	5631_soh							no					HUMAN LONGEVITY INC	SRA539266		public	5699BB317704922699B319631CBF8154	86C9A80563C006C03B21EFAF84F8646D
SRR5275397	2017-02-27 04:17:09	2017-02-21 14:12:44	35567425	8891856250	35567425	250	3033		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275397.sralite.1	SRX2579337	5634_lel	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993528	SAMN06328500	simple	408170	human gut metagenome	5634_lel							no					HUMAN LONGEVITY INC	SRA539266		public	6DCF2B1402497D3554FF42964519A191	6BA5F66C5BC737809D505ECC68531822
SRR5275396	2017-02-27 04:17:09	2017-02-21 13:51:50	8299938	2074984500	8299938	250	731		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275396.sralite.1	SRX2579336	5636_prt	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993529	SAMN06328438	simple	408170	human gut metagenome	5636_prt							no					HUMAN LONGEVITY INC	SRA539266		public	CB3608B20D033DC29F810C7D7F3CE9B7	4830962BAE8827632744547C7E44A953
SRR5275395	2017-02-27 04:17:09	2017-02-21 14:14:21	44227385	11056846250	44227385	250	4318		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275395.sralite.1	SRX2579335	5639_uuc	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993527	SAMN06328501	simple	408170	human gut metagenome	5639_uuc							no					HUMAN LONGEVITY INC	SRA539266		public	400889CE70F3E140EE28531815DAFC1B	E1E5868FE63B29C4833928A956049FE9
SRR5275394	2017-02-27 04:17:09	2017-02-21 13:53:15	13572092	3393023000	13572092	250	1329		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/275/SRR5275394.sralite.1	SRX2579334	5640_ijm	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP100446	PRJNA373901		373901	SRS1993526	SAMN06328465	simple	408170	human gut metagenome	5640_ijm							no					HUMAN LONGEVITY INC	SRA539266		public	BFD363D928223E7918F6A9963AC87740	84AC9F55763DF373E40FA28E315872EE
SRR16124367	2021-10-24 17:25:48	2021-09-30 11:41:16	35160250	10207326247	35160250	290	3052		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124367/SRR16124367.lite.1	SRX12409597	M_HO_01	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377463	SAMN21877043	simple	408170	human gut metagenome	M_HO_01							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	8CEED015169AF69E03075ED4192A2F33	F08DAA0DDFF20478C35AE1710AE9AB0F
SRR16124366	2021-10-24 17:25:48	2021-09-30 11:36:19	37573142	10798329258	37573142	287	3262		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124366/SRR16124366.lite.1	SRX12409598	M_HO_02	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377464	SAMN21877044	simple	408170	human gut metagenome	M_HO_02							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C27959A25E8C6BE6348E7DC25F553EA4	669C4E5A8E68FFDAECC3ACB00A6D5958
SRR16124255	2021-10-24 17:25:50	2021-09-30 11:35:35	29993794	8730233010	29993794	291	2653		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR016/16124/SRR16124255/SRR16124255.lite.1	SRX12409709	M_HO_03	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377575	SAMN21877045	simple	408170	human gut metagenome	M_HO_03							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	035EFC120D05C8E284FC1CEABA038CB2	720E03550F31032806470B8F3760CD67
SRR16124244	2021-10-24 17:25:50	2021-09-30 12:53:41	36842030	10493621901	36842030	284	3165		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16124/SRR16124244/SRR16124244.lite.1	SRX12409720	M_HO_04	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377585	SAMN21877046	simple	408170	human gut metagenome	M_HO_04							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C8D8A66E35B64B104C5EFFD2126177F0	D616777BE3AB52D5D88E0C93704202DA
SRR16124233	2021-10-24 17:25:50	2021-09-30 11:50:10	41696736	12075648562	41696736	289	3647		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124233/SRR16124233.lite.1	SRX12409731	M_HO_05	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377597	SAMN21877047	simple	408170	human gut metagenome	M_HO_05							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	21E7B47B3CEC2A9EFF2ED3291B1EA699	7809416083489455D4693F5AC56364B0
SRR16124222	2021-10-24 17:25:50	2021-09-30 11:32:49	26451038	7659609424	26451038	289	2329		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124222/SRR16124222.lite.1	SRX12409742	M_HO_06	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377608	SAMN21877048	simple	408170	human gut metagenome	M_HO_06							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	9B6BB46D772C65C84F14F5263C096099	D9E5ADFDDCA629BBC125B3AA947B7339
SRR16124211	2021-10-24 17:25:51	2021-09-30 11:47:34	32176291	9090965010	32176291	282	2750		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124211/SRR16124211.lite.1	SRX12409753	M_HO_07	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377620	SAMN21877049	simple	408170	human gut metagenome	M_HO_07							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	F60D40614A8B05D06763FBAF1CB1E2AF	3A0EAC1E195525A009AB277EB8C2636A
SRR16124200	2021-10-24 17:25:51	2021-09-30 11:41:14	36197274	10374896955	36197274	286	3131		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR016/16124/SRR16124200/SRR16124200.lite.1	SRX12409764	M_HO_08	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377630	SAMN21877050	simple	408170	human gut metagenome	M_HO_08							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	8180F353E89681C94D979E07EEF4A643	2E8331DD3492E953EBD34BDF350B5103
SRR16124189	2021-10-24 17:25:51	2021-09-30 11:45:18	42425442	12292124848	42425442	289	3687		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16124/SRR16124189/SRR16124189.lite.1	SRX12409775	M_HO_09	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377641	SAMN21877051	simple	408170	human gut metagenome	M_HO_09							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	892857B2CF3D7449AE1FB41F5A3C843A	EA0428177660AD1932519B6AD74E98EB
SRR16124178	2021-10-24 17:25:51	2021-09-30 11:46:42	37205212	10566884608	37205212	284	3125		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124178/SRR16124178.lite.1	SRX12409786	M_HO_10	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377651	SAMN21877052	simple	408170	human gut metagenome	M_HO_10							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	EEF3A60138D046635E501BF3951EE3BF	22D7D11283C40510BE6F76F6FBBBF247
SRR16124365	2021-10-24 17:25:48	2021-09-30 11:33:20	31932222	9209141000	31932222	288	2748		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124365/SRR16124365.lite.1	SRX12409599	M_HO_11	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377465	SAMN21877053	simple	408170	human gut metagenome	M_HO_11							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	956E5E1389D90B4382E7211C27664E93	4E35778605DED486224E6D516C78456B
SRR16124354	2021-10-24 17:25:48	2021-09-30 11:34:20	24217061	6739317585	24217061	278	2027		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124354/SRR16124354.lite.1	SRX12409610	M_HO_12	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377476	SAMN21877054	simple	408170	human gut metagenome	M_HO_12							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C10EF040B6C50DD3C3075A6AFEBE9083	051E2E9C4FAFFE988D51E157BE2B9F48
SRR16124343	2021-10-24 17:25:48	2021-09-30 12:03:40	42666594	12205548738	42666594	286	3702		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124343/SRR16124343.lite.1	SRX12409621	M_HO_13	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377486	SAMN21877055	simple	408170	human gut metagenome	M_HO_13							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	5B25622591C4025E44F0F80C481E0AA2	2B56FF4DE135D3CB154A4F3CB045F98B
SRR16124321	2021-10-24 17:25:49	2021-09-30 11:37:21	33898696	9839169504	33898696	290	3004		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124321/SRR16124321.lite.1	SRX12409643	M_HO_15	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377509	SAMN21877057	simple	408170	human gut metagenome	M_HO_15							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	426C238191AF85CD34798EC6C8CDA4A0	A56DCB86D206F310B168CB64A279E53B
SRR16124310	2021-10-24 17:25:49	2021-09-30 11:41:09	38199951	10458583603	38199951	273	3260		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124310/SRR16124310.lite.1	SRX12409654	M_HO_16	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377520	SAMN21877058	simple	408170	human gut metagenome	M_HO_16							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C113F966810BFA5625AA62ED2AF0BFA6	6A4D9FA583ABEE66F4752DED8BD95B03
SRR16124299	2021-10-24 17:25:49	2021-09-30 12:04:51	35364379	10474296064	35364379	296	3240		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124299/SRR16124299.lite.1	SRX12409665	M_HO_17	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377531	SAMN21877059	simple	408170	human gut metagenome	M_HO_17							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	89E0675D90302476035D8DDFF864FCDC	BC09E3EC7DF29CF861D6EDF4C30C6D7D
SRR16124288	2021-10-24 17:25:50	2021-09-30 11:36:03	35737604	10418339636	35737604	291	3111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124288/SRR16124288.lite.1	SRX12409676	M_HO_18	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377543	SAMN21877060	simple	408170	human gut metagenome	M_HO_18							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	73789E3CEF36EFB098C43095085FD565	5E4FC7797A91A8DE2248A324C10EBD19
SRR16124266	2021-10-24 17:25:50	2021-09-30 11:31:48	32994297	9658337008	32994297	292	2864		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124266/SRR16124266.lite.1	SRX12409698	M_HO_20	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377564	SAMN21877062	simple	408170	human gut metagenome	M_HO_20							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	48A1F58C095622880C0BEFFB4C0DEC1F	9C95B541AD2920EA8666C789D89C9072
SRR16124254	2021-10-24 17:25:50	2021-09-30 11:39:59	35625707	10463867004	35625707	293	3142		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124254/SRR16124254.lite.1	SRX12409710	M_HO_21	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377576	SAMN21877063	simple	408170	human gut metagenome	M_HO_21							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	19861C392DBCE35DA80D19EB9BB0CA1C	A5682EC1244E62E9C2EB36A76D896BF1
SRR16124253	2021-10-24 17:25:50	2021-09-30 11:40:47	32447721	9375414486	32447721	288	2816		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124253/SRR16124253.lite.1	SRX12409711	M_HO_22	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377577	SAMN21877064	simple	408170	human gut metagenome	M_HO_22							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	FB779F19B4361A4DDE7F997D4F1383F6	FF5EB068514023AB92CDD602CFA8F7E2
SRR16124252	2021-10-24 17:25:50	2021-09-30 11:34:10	33849751	9858672433	33849751	291	2912		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124252/SRR16124252.lite.1	SRX12409712	M_HO_23	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377578	SAMN21877065	simple	408170	human gut metagenome	M_HO_23							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C6A3236981DBC1442F59910E6421134B	6C5EF8403EDE85D0745730EE9B94D9C5
SRR16124251	2021-10-24 17:25:50	2021-09-30 11:51:37	37281025	10972194090	37281025	294	3298		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124251/SRR16124251.lite.1	SRX12409713	M_HO_24	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377579	SAMN21877066	simple	408170	human gut metagenome	M_HO_24							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	DCB4BC9D84586151EEA792CF51FAF439	AD0E9E29CE1AE9A899FA3623122FE8DC
SRR16124250	2021-10-24 17:25:50	2021-09-30 11:46:43	35339384	10254653965	35339384	290	3056		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124250/SRR16124250.lite.1	SRX12409714	M_HO_25	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377580	SAMN21877067	simple	408170	human gut metagenome	M_HO_25							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	397D73CDD37EAC96287413DB4CF468EE	86D3030FA6F4034B2CB4948FBC2BA829
SRR16124249	2021-10-24 17:25:50	2021-09-30 11:51:41	33463620	9745552390	33463620	291	2932		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124249/SRR16124249.lite.1	SRX12409715	M_HO_26	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377581	SAMN21877068	simple	408170	human gut metagenome	M_HO_26							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	BC74B6D106A0C0D3AE37A58C653DA2CC	8FC0A22B5F32ABAEDF6ADF60C74E3ECD
SRR16124248	2021-10-24 17:25:50	2021-09-30 12:40:53	35246395	10427066853	35246395	295	3144		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124248/SRR16124248.lite.1	SRX12409716	M_HO_27	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377582	SAMN21877069	simple	408170	human gut metagenome	M_HO_27							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	E57755D9AB77F3571E2BAC423BF7D9BB	D08252869A39A4774A610A450A3B61DA
SRR16124247	2021-10-24 17:25:50	2021-09-30 11:40:38	32503078	9335083492	32503078	287	2781		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124247/SRR16124247.lite.1	SRX12409717	M_HO_28	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377583	SAMN21877070	simple	408170	human gut metagenome	M_HO_28							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	04B17203606EB088D90CB38537FDDF03	3D56609BA0CCA062E476BF2427372F1D
SRR16124246	2021-10-24 17:25:50	2021-09-30 11:39:52	35787474	10551366135	35787474	294	3164		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124246/SRR16124246.lite.1	SRX12409718	M_HO_29	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377584	SAMN21877071	simple	408170	human gut metagenome	M_HO_29							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	9312FDEA3BC19E391239A3738613891A	68FADEDFEDA0540BFDEFF272C9CFFDAD
SRR16124245	2021-10-24 17:25:50	2021-09-30 11:49:08	37597368	11032237379	37597368	293	3299		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124245/SRR16124245.lite.1	SRX12409719	M_HO_30	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377586	SAMN21877072	simple	408170	human gut metagenome	M_HO_30							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	290D2D1A54AF8350208E052BB8C6781E	2686B28CCCE7A85A10551B9CD2BC1F42
SRR16124243	2021-10-24 17:25:50	2021-09-30 11:48:09	34205713	9750300946	34205713	285	2928		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124243/SRR16124243.lite.1	SRX12409721	M_HO_31	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377587	SAMN21877073	simple	408170	human gut metagenome	M_HO_31							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	935E8416B0FB7C1EFA6B5C58525E4A2E	AF95AA78BAA908E913D4CE80E1C3B75C
SRR16124242	2021-10-24 17:25:50	2021-09-30 11:41:42	34212018	9930394572	34212018	290	2957		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124242/SRR16124242.lite.1	SRX12409722	M_HO_32	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377588	SAMN21877074	simple	408170	human gut metagenome	M_HO_32							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	71C78C2ECE876FB822C25A09FF7568FF	9E3B8C63562CDD33FE3B5A1361956D51
