Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR16124183	2021-10-24 17:25:51	2021-09-30 11:35:13	36793878	10607152749	36793878	288	3186		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124183/SRR16124183.lite.1	SRX12409781	M_HY_31	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377647	SAMN21877128	simple	408170	human gut metagenome	M_HY_31							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	99D75C973836618105A7F428369EA6A2	3BB8D0A3EFC8458876561D64ADAA0EE6
SRR16124182	2021-10-24 17:25:51	2021-09-30 11:47:30	36228051	10580671872	36228051	292	3188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124182/SRR16124182.lite.1	SRX12409782	M_HY_32	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377648	SAMN21877129	simple	408170	human gut metagenome	M_HY_32							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	5B44EC919501A255B0EAC32768C3E936	080DDCD39678DBDF4DBD34C7AA011324
SRR16124181	2021-10-24 17:25:51	2021-09-30 11:41:33	34848704	10099058552	34848704	289	3058		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124181/SRR16124181.lite.1	SRX12409783	M_HY_33	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377649	SAMN21877130	simple	408170	human gut metagenome	M_HY_33							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	263739195C362827E420D49025CF5428	B9992C4F4B49BBCD4E529F8C5A81B2C4
SRR16124180	2021-10-24 17:25:51	2021-09-30 11:44:34	34348543	9935672970	34348543	289	2993		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124180/SRR16124180.lite.1	SRX12409784	M_HY_34	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377650	SAMN21877131	simple	408170	human gut metagenome	M_HY_34							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	521EC4615DE88A3D22857BB452DD2A6F	27791651D2DE51C6DD3E4F3FDF0F8B2A
SRR16124179	2021-10-24 17:25:51	2021-09-30 11:33:51	34478265	10053316516	34478265	291	3023		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124179/SRR16124179.lite.1	SRX12409785	M_HY_35	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377652	SAMN21877132	simple	408170	human gut metagenome	M_HY_35							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C98F27918111689AD9C9DB31E6F467FF	BC95ED6934437B8146BCBE26B4A07B7C
SRR16124177	2021-10-24 17:25:51	2021-09-30 11:55:53	36470079	10599513109	36470079	290	3154		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124177/SRR16124177.lite.1	SRX12409787	M_HY_36	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377653	SAMN21877133	simple	408170	human gut metagenome	M_HY_36							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	5D6C5874F0572C6013DB31D5BA27E542	4E0BA09CFBAC7062CF1D04AEBB03A3B3
SRR16124176	2021-10-24 17:25:51	2021-09-30 11:25:46	34048863	9827012245	34048863	288	2945		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124176/SRR16124176.lite.1	SRX12409788	M_HY_37	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377654	SAMN21877134	simple	408170	human gut metagenome	M_HY_37							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	0D58A7DE5C2C4E33B8EF28331946BF68	4E596A8FE0792BB304152653579A1ADE
SRR16124175	2021-10-24 17:25:51	2021-09-30 12:26:55	33666565	9890978025	33666565	293	2949		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124175/SRR16124175.lite.1	SRX12409789	M_HY_38	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377657	SAMN21877135	simple	408170	human gut metagenome	M_HY_38							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	E026E7BDB042834E5148506377F9217F	51D6929C22B0A00D7B90226FA96DA955
SRR16124174	2021-10-24 17:25:51	2021-09-30 11:24:57	38197025	11125218722	38197025	291	3340		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124174/SRR16124174.lite.1	SRX12409790	M_HY_39	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377656	SAMN21877136	simple	408170	human gut metagenome	M_HY_39							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	5093E0EFAEB599BE848D72D58425FE30	53A0CC77BB340B55377B739E21CB5BDD
SRR16124173	2021-10-24 17:25:51	2021-09-30 11:49:06	35595028	10368376193	35595028	291	3092		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124173/SRR16124173.lite.1	SRX12409791	M_HY_40	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377655	SAMN21877137	simple	408170	human gut metagenome	M_HY_40							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	8E172986F6F932D3DDFA40CF81E2153E	ECC3DE16A24007EA7A843CAC5556C6A2
SRR16124172	2021-10-24 17:25:51	2021-09-30 11:27:17	34576223	10053982843	34576223	290	2999		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124172/SRR16124172.lite.1	SRX12409792	M_HY_41	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377658	SAMN21877138	simple	408170	human gut metagenome	M_HY_41							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	F51FF4002D16F8B393929327AFD92716	B7B7F4891B5E7D96E1490B157E013713
SRR16124171	2021-10-24 17:25:51	2021-09-30 11:27:11	33439646	9643502392	33439646	288	2896		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124171/SRR16124171.lite.1	SRX12409793	M_HY_42	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377659	SAMN21877139	simple	408170	human gut metagenome	M_HY_42							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	277E46CA48CC120FFA309F3FD0EECFE3	0603317DFA5C7517677447E96BB8D1F0
SRR16124169	2021-10-24 17:25:51	2021-09-30 11:34:25	32760068	9506236209	32760068	290	2867		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124169/SRR16124169.lite.1	SRX12409795	M_HY_44	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377661	SAMN21877141	simple	408170	human gut metagenome	M_HY_44							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	AC248AAA38C90B0B675203002BFDD6AE	A9572C83B35734EB569BCCA30F239988
SRR16124168	2021-10-24 17:25:51	2021-09-30 11:41:12	35175084	10229140861	35175084	290	3155		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124168/SRR16124168.lite.1	SRX12409796	M_HY_45	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377662	SAMN21877142	simple	408170	human gut metagenome	M_HY_45							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	F81AD98F9DA5C9E36AE6855DD0C51520	BC19C7121B3809A377FD9135F6811072
SRR16124364	2021-10-24 17:25:49	2021-09-30 11:54:27	40629738	11712582519	40629738	288	3761		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124364/SRR16124364.lite.1	SRX12409600	M_O_01	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377466	SAMN21877143	simple	408170	human gut metagenome	M_O_01							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	7FF760D1E6E1AF576CF31072EB8F3538	204CAF8B66CC2205E0DCB38278785F2C
SRR16124363	2021-10-24 17:25:49	2021-09-30 11:56:00	40434691	11695450714	40434691	289	3778		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124363/SRR16124363.lite.1	SRX12409601	M_O_02	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377467	SAMN21877144	simple	408170	human gut metagenome	M_O_02							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	C027ECB8DB15E4A686B947D0C8C93A01	C3DC9887A02A3E233256AA3EDBAF18B8
SRR16124362	2021-10-24 17:25:49	2021-09-30 11:44:05	41056097	11800955855	41056097	287	3781		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124362/SRR16124362.lite.1	SRX12409602	M_O_03	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377469	SAMN21877145	simple	408170	human gut metagenome	M_O_03							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	CFBF83FF065BD1E3D674F3EA1B49F99F	3634A54251B155B8F073FC2E247A505C
SRR16124360	2021-10-24 17:25:48	2021-09-30 11:47:14	41073814	11914888385	41073814	290	3787		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124360/SRR16124360.lite.1	SRX12409604	M_O_05	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377471	SAMN21877147	simple	408170	human gut metagenome	M_O_05							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	ACF27C9910775D4B11C10F808A82DFA6	6AA365CA449FE3C946DAF72F83591AE3
SRR16124359	2021-10-24 17:25:48	2021-09-30 11:45:40	39515675	11498453690	39515675	290	3653		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124359/SRR16124359.lite.1	SRX12409605	M_O_06	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377470	SAMN21877148	simple	408170	human gut metagenome	M_O_06							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	1B84422134CE4A0BEA78D0B9CAF46ACF	7DF3FDFD008675717DB3BE84968F67FF
SRR16124358	2021-10-24 17:25:48	2021-09-30 11:52:04	40461202	11522232083	40461202	284	3741		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124358/SRR16124358.lite.1	SRX12409606	M_O_07	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377472	SAMN21877149	simple	408170	human gut metagenome	M_O_07							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	94CDC5E5B3192D10AE79A2B02F76387A	C252E48CDA5ED2A5FB9696389CE155B5
SRR16124357	2021-10-24 17:25:48	2021-09-30 11:46:56	32169726	9256700109	32169726	287	2926		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124357/SRR16124357.lite.1	SRX12409607	M_O_08	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377475	SAMN21877150	simple	408170	human gut metagenome	M_O_08							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	B2B70F18C3917BA94D597659E61F4D82	C80275BE660AF8DA7D3B93A9796B21EB
SRR16124356	2021-10-24 17:25:48	2021-09-30 11:56:46	46648537	13559122406	46648537	290	4323		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124356/SRR16124356.lite.1	SRX12409608	M_O_09	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377473	SAMN21877151	simple	408170	human gut metagenome	M_O_09							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	A06CD0252E5D85BBE3C9C5579739188A	5761410FF6E7695DCF4D29B1A367DB2D
SRR16124355	2021-10-24 17:25:48	2021-09-30 11:55:42	40580446	11711175516	40580446	288	3734		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124355/SRR16124355.lite.1	SRX12409609	M_O_10	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377474	SAMN21877152	simple	408170	human gut metagenome	M_O_10							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	CCCCE4A17D0EA97AE0F673736E5B3021	F9FC5AD61DB80F29BABDE9B1BBD0E869
SRR16124353	2021-10-24 17:25:48	2021-09-30 12:16:31	35021169	10196783337	35021169	291	3182		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124353/SRR16124353.lite.1	SRX12409611	M_O_100	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377477	SAMN21877153	simple	408170	human gut metagenome	M_O_100							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	8BAB22F87E8841B59857F3A6314A68D2	02351AD4D90085B732001B2094588D18
SRR16124352	2021-10-24 17:25:48	2021-09-30 11:51:35	37748276	11027585871	37748276	292	3419		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124352/SRR16124352.lite.1	SRX12409612	M_O_101	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377479	SAMN21877154	simple	408170	human gut metagenome	M_O_101							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	0F205DDE2055265361D63B9DD50FE7FD	1C438E8A0BF987FED53F612FD2629C24
SRR16124351	2021-10-24 17:25:48	2021-09-30 12:16:47	33616344	9908183043	33616344	294	3119		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124351/SRR16124351.lite.1	SRX12409613	M_O_102	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377478	SAMN21877155	simple	408170	human gut metagenome	M_O_102							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	B7E700633DCB715BAEF5300CCC3884FA	ADDA3E3A1F6845CD572761C7D22C31E3
SRR16124349	2021-10-24 17:25:48	2021-09-30 11:40:59	32920824	9497654826	32920824	288	2845		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124349/SRR16124349.lite.1	SRX12409615	M_O_104	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377481	SAMN21877157	simple	408170	human gut metagenome	M_O_104							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	954A13E547349721A806192CF4E1DB22	FD8FB164AB7E421CE47F05BBE141E577
SRR16124347	2021-10-24 17:25:48	2021-09-30 11:50:52	33448621	9634762560	33448621	288	3083		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124347/SRR16124347.lite.1	SRX12409617	M_O_12	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377483	SAMN21877159	simple	408170	human gut metagenome	M_O_12							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	E97AC491AFFFCC725858A6CC0B531C66	0E025A0830440B200662E5EC83698720
SRR16124346	2021-10-24 17:25:48	2021-09-30 11:48:20	45754814	12840396116	45754814	280	3976		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16124/SRR16124346/SRR16124346.lite.1	SRX12409618	M_O_13	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377484	SAMN21877160	simple	408170	human gut metagenome	M_O_13							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	66D3123AFF12E2E1511CD38B4AF749AA	7AD9DAA735811A1D157EF1B9DD04D599
SRR16124345	2021-10-24 17:25:48	2021-09-30 11:43:16	38564489	11050941208	38564489	286	3415		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR016/16124/SRR16124345/SRR16124345.lite.1	SRX12409619	M_O_14	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377485	SAMN21877161	simple	408170	human gut metagenome	M_O_14							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	03C4F1C28956BCC957B947A12CA81689	23BFA3453E40A68DCF87F8D3F7251D6F
SRR16124344	2021-10-24 17:25:48	2021-09-30 11:50:18	33224727	9746810239	33224727	293	2937		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124344/SRR16124344.lite.1	SRX12409620	M_O_15	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377487	SAMN21877162	simple	408170	human gut metagenome	M_O_15							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	D7CADA344A221B4A92D7FD15E286B2A5	704A68B75493D7623678827A5623F0C2
SRR16124341	2021-10-24 17:25:48	2021-09-30 11:42:13	30134615	8644727796	30134615	286	2627		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124341/SRR16124341.lite.1	SRX12409623	M_O_17	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377489	SAMN21877164	simple	408170	human gut metagenome	M_O_17							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	5148AA1EC4EDDA718FB4CDB5A52B0094	D04851FDD11B3E60123A0EFB659A08AF
SRR16124340	2021-10-24 17:25:49	2021-09-30 11:50:11	28614365	8266957942	28614365	288	2497		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124340/SRR16124340.lite.1	SRX12409624	M_O_18	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377490	SAMN21877165	simple	408170	human gut metagenome	M_O_18							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	EDECCA88D7D09740C0A1B728D03A9C57	59B7BF52F9BEF165F92A7B89A0D99F5C
SRR16124339	2021-10-24 17:25:49	2021-09-30 11:47:31	35127148	10038463017	35127148	285	3032		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124339/SRR16124339.lite.1	SRX12409625	M_O_19	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377492	SAMN21877166	simple	408170	human gut metagenome	M_O_19							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	DCABC9A7F2AE492509AE778C05A5521D	D285316712103014DE9B2B7CD85139CC
SRR16124338	2021-10-24 17:25:49	2021-09-30 11:48:24	29657746	8544513787	29657746	288	2578		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124338/SRR16124338.lite.1	SRX12409626	M_O_20	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377491	SAMN21877167	simple	408170	human gut metagenome	M_O_20							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	8060563A2F2C9F88B6C34CEB54D8CA0E	32185ECC6B0567E270C5CDEB3A4E8F36
SRR16124337	2021-10-24 17:25:49	2021-09-30 11:33:24	26716691	7709463483	26716691	288	2357		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124337/SRR16124337.lite.1	SRX12409627	M_O_21	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377493	SAMN21877168	simple	408170	human gut metagenome	M_O_21							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	189FA6EE2617087874A27DDD2D64F7E4	089F1B3E6DEE7DCCA63187A1B6BA3DD2
SRR16124336	2021-10-24 17:25:48	2021-09-30 12:58:22	37810005	10826397140	37810005	286	3280		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16124/SRR16124336/SRR16124336.lite.1	SRX12409628	M_O_22	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377494	SAMN21877169	simple	408170	human gut metagenome	M_O_22							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	B98BF49463CC17F5A0802F27C612E46E	F8D17DD12CD8CE6D820B8027D9F089C5
SRR16124335	2021-10-24 17:25:48	2021-09-30 11:43:44	38759485	11137412326	38759485	287	3351		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16124/SRR16124335/SRR16124335.lite.1	SRX12409629	M_O_23	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377496	SAMN21877170	simple	408170	human gut metagenome	M_O_23							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	378660411EB533C6024D1C5F4D5D0555	BB2926DFFA7871E9BC3C03F4588B19B2
SRR16124334	2021-10-24 17:25:48	2021-09-30 12:06:01	39156390	11349197354	39156390	289	3405		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124334/SRR16124334.lite.1	SRX12409630	M_O_24	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377495	SAMN21877171	simple	408170	human gut metagenome	M_O_24							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	AC4AB28D725A7D7A409D29A186F0A890	6DA1B7E3ADC30E4424671C9CF2C38708
SRR16124333	2021-10-24 17:25:48	2021-09-30 11:51:10	33806668	9858263097	33806668	291	2925		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16124/SRR16124333/SRR16124333.lite.1	SRX12409631	M_O_25	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377497	SAMN21877172	simple	408170	human gut metagenome	M_O_25							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	7F26A381CFF204382BA0E0010829FC51	E10051A617F5593359BC9F1933619E77
SRR16124331	2021-10-24 17:25:49	2021-09-30 11:35:53	28018958	7808561211	28018958	278	2352		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124331/SRR16124331.lite.1	SRX12409633	M_O_26	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377499	SAMN21877173	simple	408170	human gut metagenome	M_O_26							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	88988E604DC208EF7EB1555C95DC3BAA	46C22F5F706E0593DF4A94AA823E0149
SRR16124330	2021-10-24 17:25:49	2021-09-30 13:06:13	97369456	27886208622	97369456	286	8400		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124330/SRR16124330.lite.1	SRX12409634	M_O_27	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377500	SAMN21877174	simple	408170	human gut metagenome	M_O_27							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	D94494C408A3297F92C7EE6444ED09E7	09C83C37F90DF615C0BD7CBAD43BBCF1
SRR16124329	2021-10-24 17:25:49	2021-09-30 12:12:23	43573164	12604938200	43573164	289	3760		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16124/SRR16124329/SRR16124329.lite.1	SRX12409635	M_O_28	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP336949	PRJNA763023		763023	SRS10377501	SAMN21877175	simple	408170	human gut metagenome	M_O_28							no					LC-BIO TECHNOLOGY CO	SRA1303273		public	9CF3FCD457AD0DBF83BE6F129903EE42	3496C717DBE917ED0950E370FBDF624A
