sample_accession	secondary_sample_accession	study_accession	sample_title	description	first_public	last_updated	center_name	country	host_body_site	host_status	disease	host	host_scientific_name	project_name	collection_date
SAMD00164834		PRJEB103715;PRJDB4176	human feces_10967	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00114969		PRJEB103715;PRJDB4176	human feces_10055	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00114978		PRJEB103715;PRJDB4176	human feces_10198	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00115006		PRJEB98859;PRJDB4176	human feces_10366	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00115007		PRJEB103715;PRJDB4176	human feces_10371	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00115014		PRJEB98859;PRJDB4176	human feces_10021	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00115026		PRJEB103715;PRJDB4176	human feces_10073	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00115034		PRJEB103715;PRJDB4176	human feces_10097	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-03	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164694		PRJEB98859;PRJDB4176	human feces_00001	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164769		PRJEB103715;PRJDB4176	human feces_10568	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164817		PRJEB103715;PRJDB4176	human feces_10860	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164818		PRJEB98859;PRJDB4176	human feces_10866	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164820		PRJEB103715;PRJDB4176	human feces_10880	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164821		PRJEB103715;PRJDB4176	human feces_10887	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164830		PRJEB103715;PRJDB4176	human feces_10934	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164832		PRJEB98859;PRJDB4176	human feces_10938	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164841		PRJEB103715;PRJDB4176	human feces_10992	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164850		PRJEB98859;PRJDB4176	human feces_11036	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164859		PRJEB103715;PRJDB4176	human feces_11085	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164868		PRJEB98859;PRJDB4176	human feces_11141	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164880		PRJEB103715;PRJDB4176	human feces_11224	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164885		PRJEB103715;PRJDB4176	human feces_11241	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164905		PRJEB98859;PRJDB4176	human feces_11423	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164919		PRJEB103715;PRJDB4176	human feces_11453	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164932		PRJEB103715;PRJDB4176	human feces_11478	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164937		PRJEB103715;PRJDB4176	human feces_11490	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164970		PRJEB103715;PRJDB4176	human feces_11819	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164836		PRJEB98859;PRJDB4176	human feces_10975	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164838		PRJEB98859;PRJDB4176	human feces_10980	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164843		PRJEB103715;PRJDB4176	human feces_11008	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164844		PRJEB98859;PRJDB4176	human feces_11010	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164847		PRJEB103715;PRJDB4176	human feces_11030	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164852		PRJEB103715;PRJDB4176	human feces_11048	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164858		PRJEB98859;PRJDB4176	human feces_11081	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164860		PRJEB98859;PRJDB4176	human feces_11097	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164866		PRJEB103715;PRJDB4176	human feces_11128	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164867		PRJEB98859;PRJDB4176	human feces_11132	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164871		PRJEB103715;PRJDB4176	human feces_11162	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164884		PRJEB98859;PRJDB4176	human feces_11238	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164903		PRJEB103715;PRJDB4176	human feces_11417	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164907		PRJEB103715;PRJDB4176	human feces_11428	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164910		PRJEB98859;PRJDB4176	human feces_11433	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164940		PRJEB98859;PRJDB4176	human feces_11498	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164946		PRJEB98859;PRJDB4176	human feces_11512	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164839		PRJEB98859;PRJDB4176	human feces_10989	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164842		PRJEB98859;PRJDB4176	human feces_11006	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164845		PRJEB103715;PRJDB4176	human feces_11011	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164846		PRJEB103715;PRJDB4176	human feces_11029	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164851		PRJEB103715;PRJDB4176	human feces_11045	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164854		PRJEB98859;PRJDB4176	human feces_11054	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164861		PRJEB103715;PRJDB4176	human feces_11103	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164863		PRJEB103715;PRJDB4176	human feces_11110	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164864		PRJEB103715;PRJDB4176	human feces_11121	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164869		PRJEB98859;PRJDB4176	human feces_11151	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164883		PRJEB98859;PRJDB4176	human feces_11237	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164889		PRJEB103715;PRJDB4176	human feces_11281	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164913		PRJEB103715;PRJDB4176	human feces_11445	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164928		PRJEB103715;PRJDB4176	human feces_11472	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164944		PRJEB98859;PRJDB4176	human feces_11510	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164968		PRJEB98859;PRJDB4176	human feces_11817	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164912		PRJEB98859;PRJDB4176	human feces_11438	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164971		PRJEB98859;PRJDB4176	human feces_11820	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164974		PRJEB98859;PRJDB4176	human feces_11823	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164976		PRJEB103715;PRJDB4176	human feces_11829	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164979		PRJEB98859;PRJDB4176	human feces_11836	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164982		PRJEB103715;PRJDB4176	human feces_11859	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164984		PRJEB103715;PRJDB4176	human feces_11879	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164985		PRJEB103715;PRJDB4176	human feces_11881	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164988		PRJEB98859;PRJDB4176	human feces_11891	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164987		PRJEB98859;PRJDB4176	human feces_11888	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164989		PRJEB103715;PRJDB4176	human feces_11893	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164994		PRJEB98859;PRJDB4176	human feces_11921	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164991		PRJEB103715;PRJDB4176	human feces_11900	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165006		PRJEB98859;PRJDB4176	human feces_11974	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164995		PRJEB98859;PRJDB4176	human feces_11922	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165012		PRJEB98859;PRJDB4176	human feces_12005	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165017		PRJEB98859;PRJDB4176	human feces_12022	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165005		PRJEB98859;PRJDB4176	human feces_11973	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165019		PRJEB98859;PRJDB4176	human feces_12025	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165007		PRJEB98859;PRJDB4176	human feces_11982	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMEA104142081	ERS1801099	PRJEB103280;PRJEB21528	ZSL365	ZSL365	2017-08-25	2017-06-26	BGI	China						Acvd	2012
SAMD00165009		PRJEB98859;PRJDB4176	human feces_11993	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00165014		PRJEB98859;PRJDB4176	human feces_12014	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMEA104142084	ERS1801102	PRJEB103280;PRJEB21528	ZSL350	ZSL350	2017-08-25	2017-06-26	BGI	China						Acvd	2012
SAMD00165018		PRJEB103715;PRJDB4176	human feces_12024	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMEA104142082	ERS1801100	PRJEB103280;PRJEB21528	ZSL359	ZSL359	2017-08-25	2017-06-26	BGI	China						Acvd	2012
SAMEA104142079	ERS1801097	PRJEB103280;PRJEB21528	ZSL369	ZSL369	2017-08-25	2017-06-26	BGI	China						Acvd	2012
SAMEA104142083	ERS1801101	PRJEB103280;PRJEB21528	ZSL353	ZSL353	2017-08-25	2017-06-26	BGI	China						Acvd	2012
SAMD00164975		PRJEB98859;PRJDB4176	human feces_11826	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164977		PRJEB98859;PRJDB4176	human feces_11831	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164978		PRJEB103715;PRJDB4176	human feces_11835	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164980		PRJEB103715;PRJDB4176	human feces_11838	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
SAMD00164981		PRJEB98859;PRJDB4176	human feces_11851	Keywords: GSC:MIxS MIMS:6.0	2019-03-23	2022-04-04	Tokyo Institute of Technology	Japan				Homo sapiens	Homo sapiens	Generic sample from human gut metagenome	2014
